Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
113	Spectrogram 1	1	187314.083322456	187314.484143542	0.4008	4062.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_023000.wav	54.0833	PWR04_20210304_023000.wav	M	
114	Spectrogram 1	1	187527.380400865	187527.812054342	0.4317	2750.000	4187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_031000.wav	27.3804	PWR04_20210304_031000.wav	M	
115	Spectrogram 1	1	187529.846992163	187530.247813249	0.4008	3375.000	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_031000.wav	29.8470	PWR04_20210304_031000.wav	M	
118	Spectrogram 1	1	187550.574004668	187550.897744776	0.3237	3875.000	5437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_031000.wav	50.5740	PWR04_20210304_031000.wav	M	
119	Spectrogram 1	1	187562.594029334	187562.964018028	0.3700	3937.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_032000.wav	2.5940	PWR04_20210304_032000.wav	M	
120	Spectrogram 1	1	194955.026203366	194955.735348364	0.7091	3187.500	6625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	15.0262	PWR04_20210304_235000.wav	M	
121	Spectrogram 1	1	194960.961438678	194961.732248458	0.7708	3562.500	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	20.9615	PWR04_20210304_235000.wav	M	
122	Spectrogram 1	1	194961.901826610	194962.472225848	0.5704	3125.000	6500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	21.9018	PWR04_20210304_235000.wav	M	
123	Spectrogram 1	1	194972.241506509	194972.688576182	0.4471	3812.500	6500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	32.2415	PWR04_20210304_235000.wav	M	
124	Spectrogram 1	1	194971.439864337	194971.840685423	0.4008	3562.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	31.4399	PWR04_20210304_235000.wav	M	
125	Spectrogram 1	1	194977.390515844	194977.683423561	0.2929	4062.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	37.3905	PWR04_20210304_235000.wav	M	
126	Spectrogram 1	1	194990.127518328	194990.636252783	0.5087	4187.500	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	50.1275	PWR04_20210304_235000.wav	M	
127	Spectrogram 1	1	194994.382388318	194994.644463643	0.2621	4187.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	54.3824	PWR04_20210304_235000.wav	M	
128	Spectrogram 1	1	194994.906538969	194995.353608642	0.4471	3687.500	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210304_235000.wav	54.9065	PWR04_20210304_235000.wav	M	
129	Spectrogram 1	1	195005.138305498	195005.970780062	0.8325	625.000	2000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	5.1383	PWR04_20210305_000000.wav	U	
130	Spectrogram 1	1	195014.280109498	195014.850508736	0.5704	4000.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	14.2801	PWR04_20210305_000000.wav	M	
131	Spectrogram 1	1	195016.259457348	195016.552365065	0.2929	4062.500	5187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	16.2595	PWR04_20210305_000000.wav	M	
132	Spectrogram 1	1	195019.018956363	195019.681852775	0.6629	375.000	2062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	19.0190	PWR04_20210305_000000.wav	U	
133	Spectrogram 1	1	195052.325501156	195052.726322242	0.4008	3562.500	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	52.3255	PWR04_20210305_000000.wav	M	
134	Spectrogram 1	1	195054.591681912	195054.822924846	0.2312	4125.000	4875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	54.5917	PWR04_20210305_000000.wav	M	
135	Spectrogram 1	1	195056.626619733	195057.058273210	0.4317	750.000	2187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_000000.wav	56.6266	PWR04_20210305_000000.wav	U	
136	Spectrogram 1	1	195081.822924846	195087.126096137	5.3032	812.500	10375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_001000.wav	21.8229	PWR04_20210305_001000.wav	U	
137	Spectrogram 1	1	195097.219116906	195097.527440819	0.3083	1062.500	4750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_001000.wav	37.2191	PWR04_20210305_001000.wav	U	
138	Spectrogram 1	1	195096.340393756	195097.095787342	0.7554	1125.000	2000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_001000.wav	36.3404	PWR04_20210305_001000.wav	U	
139	Spectrogram 1	1	203107.818861083	203108.050104017	0.2312	3625.000	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	7.8189	PWR04_20210305_223000.wav	M	
140	Spectrogram 1	1	203111.765407160	203112.166228246	0.4008	4250.000	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	11.7654	PWR04_20210305_223000.wav	M	
141	Spectrogram 1	1	203121.750514560	203122.274665211	0.5242	3250.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	21.7505	PWR04_20210305_223000.wav	M	
142	Spectrogram 1	1	203128.071154762	203128.549056826	0.4779	7187.500	10375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	28.0712	PWR04_20210305_223000.wav	M	
143	Spectrogram 1	1	203142.175361297	203142.714928143	0.5396	3750.000	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	42.1754	PWR04_20210305_223000.wav	M	
144	Spectrogram 1	1	203141.620378255	203141.928702167	0.3083	4000.000	4875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	41.6204	PWR04_20210305_223000.wav	M	
145	Spectrogram 1	1	203151.455911057	203151.825899752	0.3700	4375.000	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_223000.wav	51.4559	PWR04_20210305_223000.wav	M	
146	Spectrogram 1	1	203167.494995975	203167.957481843	0.4625	2875.000	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_224000.wav	7.4950	PWR04_20210305_224000.wav	M	
147	Spectrogram 1	1	203170.994472379	203171.626536399	0.6321	3375.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_224000.wav	10.9945	PWR04_20210305_224000.wav	M	
148	Spectrogram 1	1	203174.663526936	203175.187677587	0.5242	2187.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_224000.wav	14.6635	PWR04_20210305_224000.wav	M	
149	Spectrogram 1	1	203175.434336716	203175.727244433	0.2929	2437.500	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_224000.wav	15.4343	PWR04_20210305_224000.wav	M	
150	Spectrogram 1	1	203199.225988909	203199.750139560	0.5242	4000.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_224000.wav	39.2260	PWR04_20210305_224000.wav	M	intersect with interference
151	Spectrogram 1	1	203402.435133907	203402.928452167	0.4933	2062.500	3062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_232000.wav	2.4351	PWR04_20210305_232000.wav	U	
152	Spectrogram 1	1	203423.229969339	203423.522877055	0.2929	7437.500	9187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210305_232000.wav	23.2300	PWR04_20210305_232000.wav	M	
153	Spectrogram 1	1	204373.325542823	204373.834277278	0.5087	4187.500	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_020000.wav	13.3255	PWR04_20210306_020000.wav	M	
154	Spectrogram 1	1	204423.904634849	204424.397953109	0.4933	3937.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	3.9046	PWR04_20210306_021000.wav	M	
155	Spectrogram 1	1	204426.432890930	204426.879960603	0.4471	4500.000	6437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	6.4329	PWR04_20210306_021000.wav	M	
156	Spectrogram 1	1	204445.757071300	204446.234973364	0.4779	3875.000	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	25.7571	PWR04_20210306_021000.wav	M	
157	Spectrogram 1	1	204446.481632494	204446.897869776	0.4162	3937.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	26.4816	PWR04_20210306_021000.wav	M	
158	Spectrogram 1	1	204450.983161614	204451.430231286	0.4471	4375.000	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	30.9832	PWR04_20210306_021000.wav	M	
159	Spectrogram 1	1	204451.985214329	204452.262705850	0.2775	4250.000	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_021000.wav	31.9852	PWR04_20210306_021000.wav	M	
160	Spectrogram 1	1	204550.540827895	204551.080394741	0.5396	3062.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	10.5408	PWR04_20210306_023000.wav	M	
161	Spectrogram 1	1	204551.404134849	204551.774123544	0.3700	3500.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	11.4041	PWR04_20210306_023000.wav	M	
162	Spectrogram 1	1	204553.439072670	204553.870726148	0.4317	4437.500	5687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	13.4391	PWR04_20210306_023000.wav	M	
163	Spectrogram 1	1	204554.209882451	204554.857362667	0.6475	3562.500	6562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	14.2099	PWR04_20210306_023000.wav	M	
164	Spectrogram 1	1	204566.877407888	204567.339893756	0.4625	4562.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	26.8774	PWR04_20210306_023000.wav	M	
165	Spectrogram 1	1	204588.873219125	204589.258624015	0.3854	4750.000	6562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	48.8732	PWR04_20210306_023000.wav	M	
166	Spectrogram 1	1	204593.436413027	204594.006812264	0.5704	3375.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	53.4364	PWR04_20210306_023000.wav	M	
167	Spectrogram 1	1	204594.299719981	204594.654292480	0.3546	3562.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_023000.wav	54.2997	PWR04_20210306_023000.wav	M	
168	Spectrogram 1	1	204604.223162599	204604.870642814	0.6475	2250.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_024000.wav	4.2232	PWR04_20210306_024000.wav	M	
169	Spectrogram 1	1	204605.148134335	204605.410209661	0.2621	3062.500	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210306_024000.wav	5.1481	PWR04_20210306_024000.wav	M	
170	Spectrogram 1	1	228544.880650865	228545.481882494	0.6012	3875.000	5437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_211000.wav	4.8807	PWR04_20210308_211000.wav	M	
171	Spectrogram 1	1	228571.711072713	228572.296888147	0.5858	4250.000	6687.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_211000.wav	31.7111	PWR04_20210308_211000.wav	M	
172	Spectrogram 1	1	228573.699761948	228574.408906946	0.7091	4062.500	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_211000.wav	33.6998	PWR04_20210308_211000.wav	M	
173	Spectrogram 1	1	228679.865234669	228680.358552929	0.4933	3062.500	5000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_213000.wav	19.8652	PWR04_20210308_213000.wav	M	
174	Spectrogram 1	1	228680.682293037	228681.376021840	0.6937	4125.000	6750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_213000.wav	20.6823	PWR04_20210308_213000.wav	M	
175	Spectrogram 1	1	228681.591848578	228682.316409772	0.7246	2875.000	6625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_213000.wav	21.5918	PWR04_20210308_213000.wav	M	
176	Spectrogram 1	1	228682.424323141	228682.979306184	0.5550	2625.000	4437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_213000.wav	22.4243	PWR04_20210308_213000.wav	M	
177	Spectrogram 1	1	228685.522978460	228686.124210089	0.6012	3500.000	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_213000.wav	25.5230	PWR04_20210308_213000.wav	M	
178	Spectrogram 1	1	229424.343261733	229424.512839885	0.1696	4062.500	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_233000.wav	44.3432	PWR04_20210308_233000.wav	M	
179	Spectrogram 1	1	229425.992794664	229426.763604445	0.7708	812.500	1875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_233000.wav	45.9928	PWR04_20210308_233000.wav	M	
180	Spectrogram 1	1	229439.600708034	229439.955280533	0.3546	3500.000	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_233000.wav	59.6007	PWR04_20210308_233000.wav	M	
181	Spectrogram 1	1	229483.140715142	229483.634033402	0.4933	3750.000	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_234000.wav	43.1407	PWR04_20210308_234000.wav	M	
182	Spectrogram 1	1	229485.730636005	229486.362700026	0.6321	3312.500	7000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_234000.wav	45.7306	PWR04_20210308_234000.wav	M	
183	Spectrogram 1	1	229490.247581321	229490.848812950	0.6012	3000.000	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_234000.wav	50.2476	PWR04_20210308_234000.wav	M	
184	Spectrogram 1	1	229491.049223493	229491.480876970	0.4317	3125.000	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_234000.wav	51.0492	PWR04_20210308_234000.wav	M	
185	Spectrogram 1	1	229492.837502184	229493.546647182	0.7091	4062.500	6875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_234000.wav	52.8375	PWR04_20210308_234000.wav	M	
186	Spectrogram 1	1	229507.572035286	229507.895775394	0.3237	3937.500	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_235000.wav	7.5720	PWR04_20210308_235000.wav	M	
187	Spectrogram 1	1	229508.866995718	229509.714886477	0.8479	3500.000	6562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_235000.wav	8.8670	PWR04_20210308_235000.wav	M	
188	Spectrogram 1	1	229509.915297020	229510.794020170	0.8787	3437.500	6812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210308_235000.wav	9.9153	PWR04_20210308_235000.wav	M	
189	Spectrogram 1	1	229591.963598321	229594.168114294	2.2045	1062.500	1875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210309_000000.wav	31.9636	PWR04_20210309_000000.wav	U	
190	Spectrogram 1	1	229631.389010320	229633.285202381	1.8962	625.000	5000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210309_001000.wav	11.3890	PWR04_20210309_001000.wav	U	
191	Spectrogram 1	1	237204.514892600	237204.854048904	0.3392	3750.000	6187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210309_211000.wav	24.5149	PWR04_20210309_211000.wav	M	
192	Spectrogram 1	1	246664.459909558	246664.922395427	0.4625	4062.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_233000.wav	4.4599	PWR04_20210310_233000.wav	M	
193	Spectrogram 1	1	246670.811382151	246671.042625086	0.2312	3875.000	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_233000.wav	10.8114	PWR04_20210310_233000.wav	M	
194	Spectrogram 1	1	246671.150538455	246671.412613780	0.2621	4125.000	6062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_233000.wav	11.1505	PWR04_20210310_233000.wav	M	
195	Spectrogram 1	1	246672.260504539	246672.877152364	0.6166	4312.500	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_233000.wav	12.2605	PWR04_20210310_233000.wav	M	
196	Spectrogram 1	1	246673.231724863	246674.095031817	0.8633	3375.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_233000.wav	13.2317	PWR04_20210310_233000.wav	M	
197	Spectrogram 1	1	246784.902350206	246785.688576182	0.7862	3375.000	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	4.9023	PWR04_20210310_235000.wav	M	
198	Spectrogram 1	1	246786.443969767	246786.875623244	0.4317	4125.000	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	6.4440	PWR04_20210310_235000.wav	M	
199	Spectrogram 1	1	246796.151585646	246797.215303143	1.0637	3500.000	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	16.1516	PWR04_20210310_235000.wav	M	
200	Spectrogram 1	1	246799.866888789	246800.221461288	0.3546	3687.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	19.8669	PWR04_20210310_235000.wav	M	
201	Spectrogram 1	1	246800.313958462	246800.699363352	0.3854	4562.500	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	20.3140	PWR04_20210310_235000.wav	M	
202	Spectrogram 1	1	246802.688052587	246803.613024323	0.9250	3437.500	5375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	22.6880	PWR04_20210310_235000.wav	M	
203	Spectrogram 1	1	246806.048783231	246806.403355730	0.3546	3625.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	26.0488	PWR04_20210310_235000.wav	M	
204	Spectrogram 1	1	246809.158267386	246810.561141187	1.4029	3312.500	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	29.1582	PWR04_20210310_235000.wav	M	
205	Spectrogram 1	1	246815.617653349	246815.987642044	0.3700	4625.000	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	35.6177	PWR04_20210310_235000.wav	M	
206	Spectrogram 1	1	246826.356541881	246826.741946771	0.3854	3687.500	5312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	46.3565	PWR04_20210310_235000.wav	M	
207	Spectrogram 1	1	246828.237317746	246828.823133179	0.5858	3437.500	5625.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	48.2373	PWR04_20210310_235000.wav	M	
208	Spectrogram 1	1	246833.201332734	246834.342131209	1.1408	3375.000	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	53.2013	PWR04_20210310_235000.wav	M	
209	Spectrogram 1	1	246838.726280576	246839.712917095	0.9866	3437.500	5187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210310_235000.wav	58.7263	PWR04_20210310_235000.wav	M	
210	Spectrogram 1	1	248424.021574341	248424.514892600	0.4933	4625.000	6437.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_042000.wav	24.0216	PWR04_20210311_042000.wav	M	
211	Spectrogram 1	1	248457.648842669	248458.049663755	0.4008	4437.500	6812.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_042000.wav	57.6488	PWR04_20210311_042000.wav	M	
212	Spectrogram 1	1	253946.256922705	253946.580662813	0.3237	3750.000	5312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_194000.wav	26.2569	PWR04_20210311_194000.wav	M	
213	Spectrogram 1	1	254003.733212316	254004.812346009	1.0791	3750.000	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_195000.wav	23.7332	PWR04_20210311_195000.wav	M	
214	Spectrogram 1	1	254005.166918508	254006.122722636	0.9558	3937.500	6875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_195000.wav	25.1669	PWR04_20210311_195000.wav	M	
215	Spectrogram 1	1	254763.391563035	254763.977378469	0.5858	4000.000	6375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_220000.wav	3.3916	PWR04_20210311_220000.wav	M	
216	Spectrogram 1	1	254827.964014988	254828.241506509	0.2775	3312.500	5187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_221000.wav	7.9640	PWR04_20210311_221000.wav	M	
217	Spectrogram 1	1	254893.398244776	254893.876146840	0.4779	3937.500	5750.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210311_222000.wav	13.3983	PWR04_20210311_222000.wav	M	
218	Spectrogram 1	1	256501.664949126	256501.819111083	0.1542	4500.000	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_025000.wav	1.6650	PWR04_20210312_025000.wav	M	
219	Spectrogram 1	1	256511.207574212	256511.454233342	0.2467	3750.000	5062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_025000.wav	11.2076	PWR04_20210312_025000.wav	M	
220	Spectrogram 1	1	256540.397953109	256540.983768542	0.5858	2875.000	4375.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_025000.wav	40.3980	PWR04_20210312_025000.wav	M	
221	Spectrogram 1	1	256557.721169621	256558.106574512	0.3854	3500.000	5500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_025000.wav	57.7212	PWR04_20210312_025000.wav	M	
222	Spectrogram 1	1	256563.486826781	256564.226804171	0.7400	2812.500	4875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	3.4868	PWR04_20210312_030000.wav	M	
223	Spectrogram 1	1	256564.350133736	256565.321354060	0.9712	2125.000	6187.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	4.3501	PWR04_20210312_030000.wav	M	
224	Spectrogram 1	1	256577.188599777	256578.051906732	0.8633	3812.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	17.1886	PWR04_20210312_030000.wav	M	
225	Spectrogram 1	1	256578.329398253	256579.238953794	0.9096	2812.500	6125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	18.3294	PWR04_20210312_030000.wav	M	
226	Spectrogram 1	1	256582.584268243	256583.247164654	0.6629	3312.500	6312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	22.5843	PWR04_20210312_030000.wav	M	
227	Spectrogram 1	1	256599.370934481	256600.372987196	1.0021	2562.500	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\2_10_21 to 3_20_21\Data\PWR04_20210312_030000.wav	39.3709	PWR04_20210312_030000.wav	M	
